brand,country,industry,website,products,description,mission,overall_score,environment_score,environment_products,environment_practices,environment_outputs,environment_inputs,certification,target_is_environmental,target_audit_label,combined_text,clean_text,audit_score,audit_label
strategic sustainability consulting,United States,other,sustainabilityconsulting.com,sustainability consulting,strategic sustainability consulting provides organizations with the tools and expertise they need to actively manage their social and environmental impacts.,"we specialize in helping under-resourced organizations implement sustainable solutions usually reserved for large, multinational companies.",87.0,18.6,0.0,18.6,4.2,1.0,b-corp,1,Marketing Hype,"strategic sustainability consulting provides organizations with the tools and expertise they need to actively manage their social and environmental impacts. we specialize in helping under-resourced organizations implement sustainable solutions usually reserved for large, multinational companies. sustainability consulting other",strategic sustainability consulting provides organizations with the tools and expertise they need to actively manage their social and environmental impacts we specialize in helping underresourced organizations implement sustainable solutions usually reserved for large multinational companies sustainability consulting other,-1,1
strategy arts,United States,management consultant - nonprofits,strategyarts.com,"strategic planning, market research and innovation planning, leadership, sustain",strategy arts provides consulting services to businesses and nonprofits that engage leadership teams together with their organizations and stakeholders in planning activities.,"strategy arts’ mission is to achieve extraordinary results for clients by engaging them in authentic dialog and informed decision making that balances group wisdom, individual leadership, and analytical research.",102.5,8.6,0.0,7.1,1.1,2.1,b-corp,0,Marketing Hype,"strategy arts provides consulting services to businesses and nonprofits that engage leadership teams together with their organizations and stakeholders in planning activities. strategy arts’ mission is to achieve extraordinary results for clients by engaging them in authentic dialog and informed decision making that balances group wisdom, individual leadership, and analytical research. strategic planning, market research and innovation planning, leadership, sustain management consultant - nonprofits",strategy arts provides consulting services to businesses and nonprofits that engage leadership teams together with their organizations and stakeholders in planning activities strategy arts mission is to achieve extraordinary results for clients by engaging them in authentic dialog and informed decision making that balances group wisdom individual leadership and analytical research strategic planning market research and innovation planning leadership sustain management consultant  nonprofits,0,1
streetwize,Belgium,education & training services,www.streetwize.be/en,talent & leadership development,"mobile school group offers trainings, experienced based learning programs and in-company training projects to organisations.","giving financial and material support to projects established for street children and for people in need in general;
developing activities that can contribute directly or indirectly to the realisation of one the above objectives.",130.5,6.2,0.0,6.2,1.1,2.6,b-corp,0,Marketing Hype,"mobile school group offers trainings, experienced based learning programs and in-company training projects to organisations. giving financial and material support to projects established for street children and for people in need in general;
developing activities that can contribute directly or indirectly to the realisation of one the above objectives. talent & leadership development education & training services","mobile school group offers trainings experienced based learning programs and incompany training projects to organisations giving financial and material support to projects established for street children and for people in need in general
developing activities that can contribute directly or indirectly to the realisation of one the above objectives talent  leadership development education  training services",0,1
"stroopies, inc.",United States,food products,www.stroopies.com,stroopie cookie wholesale business,"a stroopie is a cinnamon waffle cookie with a homemade caramel inside.  a tradition from holland, we are one of the few companies who makes this unique cookie in the states.  the cookie is best enjoyed, warmed on top of your favorite hot beverage.","stroopies, inc. exists to provide meaningful employment to refugees resettling in lancaster, while making top quality stroopies  to wholesale all over the us.",93.2,10.4,unknown,10.4,2.4,1.3,b-corp,0,Marketing Hype,"a stroopie is a cinnamon waffle cookie with a homemade caramel inside.  a tradition from holland, we are one of the few companies who makes this unique cookie in the states.  the cookie is best enjoyed, warmed on top of your favorite hot beverage. stroopies, inc. exists to provide meaningful employment to refugees resettling in lancaster, while making top quality stroopies  to wholesale all over the us. stroopie cookie wholesale business food products",a stroopie is a cinnamon waffle cookie with a homemade caramel inside  a tradition from holland we are one of the few companies who makes this unique cookie in the states  the cookie is best enjoyed warmed on top of your favorite hot beverage stroopies inc exists to provide meaningful employment to refugees resettling in lancaster while making top quality stroopies  to wholesale all over the us stroopie cookie wholesale business food products,0,1
"strugatz ventures, inc.",United States,management  consultant - for-profits,strugatzventures.com,"mission-aligned capital, scaling impact, teams & culture, ex-officio management","strugatz ventures, inc. is a consultancy for social entrepreneurs and impact investors who need a trusted ex-officio management team member to scale sustainably, navigate tough situations and build teams that last.","our mission is to change business into a force for good by advancing social entrepreneurs and impact investors with trusted advice and strategy to scale sustainably, navigate tough situations and build teams that last.",86.4,12.1,unknown,10.9,2.5,0.4,b-corp,0,Marketing Hype,"strugatz ventures, inc. is a consultancy for social entrepreneurs and impact investors who need a trusted ex-officio management team member to scale sustainably, navigate tough situations and build teams that last. our mission is to change business into a force for good by advancing social entrepreneurs and impact investors with trusted advice and strategy to scale sustainably, navigate tough situations and build teams that last. mission-aligned capital, scaling impact, teams & culture, ex-officio management management  consultant - for-profits",strugatz ventures inc is a consultancy for social entrepreneurs and impact investors who need a trusted exofficio management team member to scale sustainably navigate tough situations and build teams that last our mission is to change business into a force for good by advancing social entrepreneurs and impact investors with trusted advice and strategy to scale sustainably navigate tough situations and build teams that last missionaligned capital scaling impact teams  culture exofficio management management  consultant  forprofits,0,1
subenco div. euro brand management gmbh,Germany,management  consultant - for-profits,www.eurobrandmanagement.com,supply chain sustainability and performance in the footwear/apparel industry,"our company specializes in providing sustainable product and optimal service solutions in regards to packaging, transportation optimization and conforming to fast developing environmental norms and standards.",to work with organizations that are convinced and aware of the social and environmental impacts one can achieve through implementation of sustainable initiatives in their global supply chain.,82.3,8.4,unknown,8.4,1.1,3.2,b-corp,1,Marketing Hype,"our company specializes in providing sustainable product and optimal service solutions in regards to packaging, transportation optimization and conforming to fast developing environmental norms and standards. to work with organizations that are convinced and aware of the social and environmental impacts one can achieve through implementation of sustainable initiatives in their global supply chain. supply chain sustainability and performance in the footwear/apparel industry management  consultant - for-profits",our company specializes in providing sustainable product and optimal service solutions in regards to packaging transportation optimization and conforming to fast developing environmental norms and standards to work with organizations that are convinced and aware of the social and environmental impacts one can achieve through implementation of sustainable initiatives in their global supply chain supply chain sustainability and performance in the footwearapparel industry management  consultant  forprofits,-1,1
subtext,United States,web portals,www.subtextdigital.com,"website and email design, development, and optimization","we design, build and optimize digital customer experiences.
subtext exists to help clients build stronger relationships with their customers through beautiful and useful interactions at every touchpoint.","our mission is to improve the lives of our employees and help our clients build positive, valuable relationships with their customers.",81.7,14.9,unknown,14.9,4.0,3.9,b-corp,0,Marketing Hype,"we design, build and optimize digital customer experiences.
subtext exists to help clients build stronger relationships with their customers through beautiful and useful interactions at every touchpoint. our mission is to improve the lives of our employees and help our clients build positive, valuable relationships with their customers. website and email design, development, and optimization web portals","we design build and optimize digital customer experiences
subtext exists to help clients build stronger relationships with their customers through beautiful and useful interactions at every touchpoint our mission is to improve the lives of our employees and help our clients build positive valuable relationships with their customers website and email design development and optimization web portals",0,1
sudara inc.,United States,apparel,sudara.org,we sell luxury pajamas and loungewear to support survivors of sex trafficking.,we are on a mission to offer ethically-made apparel that will create jobs and support skills training for women in india who are at a high risk of human trafficking.,"to give women the opportunity to escape sex trafficking, gain job skills and a long-term career with an upstanding employer in a supply chain of like-minded companies.",81.3,10.2,unknown,10.2,0.8,4.7,b-corp,0,Marketing Hype,"we are on a mission to offer ethically-made apparel that will create jobs and support skills training for women in india who are at a high risk of human trafficking. to give women the opportunity to escape sex trafficking, gain job skills and a long-term career with an upstanding employer in a supply chain of like-minded companies. we sell luxury pajamas and loungewear to support survivors of sex trafficking. apparel",we are on a mission to offer ethicallymade apparel that will create jobs and support skills training for women in india who are at a high risk of human trafficking to give women the opportunity to escape sex trafficking gain job skills and a longterm career with an upstanding employer in a supply chain of likeminded companies we sell luxury pajamas and loungewear to support survivors of sex trafficking apparel,0,1
sufferfest beer company,United States,food products,sufferfestbeer.com,gluten-removed craft beer,"sufferfest beer company is a women-owned, gluten-removed craft beer company based in san francisco. we make awesome tasting local craft beer that never settles on taste or quality for people who like to earn it.","sufferfest beer company is on a mission to become the leading craft beer company for athletes. we celebrate achievement and we protect the places where we run, sweat and play.",83.4,15.4,unknown,14.4,0.0,3.4,b-corp,0,Marketing Hype,"sufferfest beer company is a women-owned, gluten-removed craft beer company based in san francisco. we make awesome tasting local craft beer that never settles on taste or quality for people who like to earn it. sufferfest beer company is on a mission to become the leading craft beer company for athletes. we celebrate achievement and we protect the places where we run, sweat and play. gluten-removed craft beer food products",sufferfest beer company is a womenowned glutenremoved craft beer company based in san francisco we make awesome tasting local craft beer that never settles on taste or quality for people who like to earn it sufferfest beer company is on a mission to become the leading craft beer company for athletes we celebrate achievement and we protect the places where we run sweat and play glutenremoved craft beer food products,0,1
suindara radar e rede,Brazil,not in use,www.suindara.net,"branding, positioning, sustainability and culture projects.","temos um papel construtivo e propositivo em áreas como cultura, sustentabilidade e saudabilidade. ajudamos as marcas a dialogarem com esses temas, além de identificar e desenvolver projetos, que expressem as temáticas do séc. xx.","revelar e conectar iniciativas, projetos, marcas, empresas e pessoas alinhadas à sua identidade e que queiram contribuir para acelerar as transformações em curso no mundo.",128.6,5.1,unknown,4.7,2.5,0.9,b-corp,0,Marketing Hype,"temos um papel construtivo e propositivo em áreas como cultura, sustentabilidade e saudabilidade. ajudamos as marcas a dialogarem com esses temas, além de identificar e desenvolver projetos, que expressem as temáticas do séc. xx. revelar e conectar iniciativas, projetos, marcas, empresas e pessoas alinhadas à sua identidade e que queiram contribuir para acelerar as transformações em curso no mundo. branding, positioning, sustainability and culture projects. not in use",temos um papel construtivo e propositivo em reas como cultura sustentabilidade e saudabilidade ajudamos as marcas a dialogarem com esses temas alm de identificar e desenvolver projetos que expressem as temticas do sc xx revelar e conectar iniciativas projetos marcas empresas e pessoas alinhadas  sua identidade e que queiram contribuir para acelerar as transformaes em curso no mundo branding positioning sustainability and culture projects not in use,0,1
"suministros analogico digitales, s. de r.l.",Mexico,paper & paper products,gruposad.com.mx,"prepress, aluminum plates and photopolymer, digital printing, engraved roller",suministrar servicios en arte y preprensa,aportamos soluciones de alta tecnología que contribuyan al desarrollo y crecimiento de nuestros clientes.,83.2,18.6,unknown,18.6,8.5,4.1,b-corp,0,Marketing Hype,"suministrar servicios en arte y preprensa aportamos soluciones de alta tecnología que contribuyan al desarrollo y crecimiento de nuestros clientes. prepress, aluminum plates and photopolymer, digital printing, engraved roller paper & paper products",suministrar servicios en arte y preprensa aportamos soluciones de alta tecnologa que contribuyan al desarrollo y crecimiento de nuestros clientes prepress aluminum plates and photopolymer digital printing engraved roller paper  paper products,0,1
summerhill,Canada,environmental consulting,www.summerhill.com,energy efficiency program design and implementation,"summerhill designs and implements energy efficiency programs and engagement strategies for utilities, retailers, and industry associations.",our mission is to be the leading energy efficiency services company that specializes in consumer engagement.,95.4,28.4,unknown,12.9,1.2,3.3,b-corp,0,Marketing Hype,"summerhill designs and implements energy efficiency programs and engagement strategies for utilities, retailers, and industry associations. our mission is to be the leading energy efficiency services company that specializes in consumer engagement. energy efficiency program design and implementation environmental consulting",summerhill designs and implements energy efficiency programs and engagement strategies for utilities retailers and industry associations our mission is to be the leading energy efficiency services company that specializes in consumer engagement energy efficiency program design and implementation environmental consulting,0,1
summit creek capital llc,United States,investment advising (isic 6619),www.summitcreekcapital.com,energy finance strategies and development,"summit creek capital advises utility-scale solar investors in areas of project due-diligence, investment tax credits, and optimal ownership structures. in addition, scc develops food-centric communities emphasizing wellness and education.","scc seeks to leave a legacy of a different outcome where prior methods and policies are replaced by those with emphasis on generative models in order to maximize the value of capital, be that financial, environmental, or social.",94.2,15.2,unknown,2.7,0.0,1.0,b-corp,1,Fact Based,"summit creek capital advises utility-scale solar investors in areas of project due-diligence, investment tax credits, and optimal ownership structures. in addition, scc develops food-centric communities emphasizing wellness and education. scc seeks to leave a legacy of a different outcome where prior methods and policies are replaced by those with emphasis on generative models in order to maximize the value of capital, be that financial, environmental, or social. energy finance strategies and development investment advising (isic 6619)",summit creek capital advises utilityscale solar investors in areas of project duediligence investment tax credits and optimal ownership structures in addition scc develops foodcentric communities emphasizing wellness and education scc seeks to leave a legacy of a different outcome where prior methods and policies are replaced by those with emphasis on generative models in order to maximize the value of capital be that financial environmental or social energy finance strategies and development investment advising isic 6619,2,0
sun light & power,United States,other,sunlightandpower.com,"solar water heating, solar electricity, expert engineering, o&m","since 1976, sun light & power has the depth of knowledge and professional talent to serve a broad range of commercial, government, nonprofit clients, and more in the new construction and retrofit project realm.","the mission of sun light & power is to create a living environment that serves people's intrinsic needs, supports the human spirit, and preserves the planet's resources for future generations.",123.9,39.6,28.9,10.7,0.7,3.0,b-corp,1,Marketing Hype,"since 1976, sun light & power has the depth of knowledge and professional talent to serve a broad range of commercial, government, nonprofit clients, and more in the new construction and retrofit project realm. the mission of sun light & power is to create a living environment that serves people's intrinsic needs, supports the human spirit, and preserves the planet's resources for future generations. solar water heating, solar electricity, expert engineering, o&m other",since 1976 sun light  power has the depth of knowledge and professional talent to serve a broad range of commercial government nonprofit clients and more in the new construction and retrofit project realm the mission of sun light  power is to create a living environment that serves peoples intrinsic needs supports the human spirit and preserves the planets resources for future generations solar water heating solar electricity expert engineering om other,0,1
sunbug llc,United States,solar panel installation,sunbugsolar.com,solar energy systems,"founded in 2009, sunbug installs solar systems large and small across ma. our integrated approach—from initial education through consultative design to quality installation and ongoing support—earns us the highest reputation for customer satisfaction.","our values of responsiveness, resourcefulness, & reliability are the foundation of our relationships with customers, partners, and suppliers.",81.3,36.6,unknown,8.0,0.8,2.5,b-corp,1,Fact Based,"founded in 2009, sunbug installs solar systems large and small across ma. our integrated approach—from initial education through consultative design to quality installation and ongoing support—earns us the highest reputation for customer satisfaction. our values of responsiveness, resourcefulness, & reliability are the foundation of our relationships with customers, partners, and suppliers. solar energy systems solar panel installation",founded in 2009 sunbug installs solar systems large and small across ma our integrated approachfrom initial education through consultative design to quality installation and ongoing supportearns us the highest reputation for customer satisfaction our values of responsiveness resourcefulness  reliability are the foundation of our relationships with customers partners and suppliers solar energy systems solar panel installation,2,0
suncommon vermont,United States,solar panel installation,suncommon.com,"residential, community, commercial  solar systems","suncommon believes that everyone has the right to a healthy environment and safer world -- and clean energy is the place to start.  our mission is to tear down the barriers that made solar energy inaccessible, by making it easy and affordable.","suncommon’s purpose is to dramatically increase solar energy production in vermont by finally making it possible for folks to save money by going solar. as a benefit corporation, we strive to approach every business decision as an opportunity to do right.",104.2,46.9,unknown,18.5,0.8,5.6,b-corp,1,Marketing Hype,"suncommon believes that everyone has the right to a healthy environment and safer world -- and clean energy is the place to start.  our mission is to tear down the barriers that made solar energy inaccessible, by making it easy and affordable. suncommon’s purpose is to dramatically increase solar energy production in vermont by finally making it possible for folks to save money by going solar. as a benefit corporation, we strive to approach every business decision as an opportunity to do right. residential, community, commercial  solar systems solar panel installation",suncommon believes that everyone has the right to a healthy environment and safer world  and clean energy is the place to start  our mission is to tear down the barriers that made solar energy inaccessible by making it easy and affordable suncommons purpose is to dramatically increase solar energy production in vermont by finally making it possible for folks to save money by going solar as a benefit corporation we strive to approach every business decision as an opportunity to do right residential community commercial  solar systems solar panel installation,0,1
"sundial brands, llc",United States,personal care products,www.sundialbrands.com,nautral & organic personal care (hair and skin) products,manufacturer and distributor,"we are committed to making the highest quality natural personal care products possible; engaging in eco-friendly, cruelty-free and community commerce practices; and giving back by supporting empowerment and charitable organizations globally and in our com",80.0,23.9,unknown,13.7,1.5,5.3,b-corp,0,Marketing Hype,"manufacturer and distributor we are committed to making the highest quality natural personal care products possible; engaging in eco-friendly, cruelty-free and community commerce practices; and giving back by supporting empowerment and charitable organizations globally and in our com nautral & organic personal care (hair and skin) products personal care products",manufacturer and distributor we are committed to making the highest quality natural personal care products possible engaging in ecofriendly crueltyfree and community commerce practices and giving back by supporting empowerment and charitable organizations globally and in our com nautral  organic personal care hair and skin products personal care products,0,1
sunpower by positive energy solar,United States,solar panel installation,www.positiveenergysolar.com,solar electric panel installation & integration,"as a leading solar energy company in new mexico, positive energy solar integrates solar electric systems for businesses, homeowners, and institutions across new mexico. our team members are highly certified, skilled and dedicated to outstanding practices.",unknown,99.5,42.4,unknown,14.9,3.6,5.4,b-corp,1,Fact Based,"as a leading solar energy company in new mexico, positive energy solar integrates solar electric systems for businesses, homeowners, and institutions across new mexico. our team members are highly certified, skilled and dedicated to outstanding practices. unknown solar electric panel installation & integration solar panel installation",as a leading solar energy company in new mexico positive energy solar integrates solar electric systems for businesses homeowners and institutions across new mexico our team members are highly certified skilled and dedicated to outstanding practices unknown solar electric panel installation  integration solar panel installation,2,0
sunrise banks,United States,deposit bank developed mkts (isic 6419),www.sunrisebanks.com,banking,"sunrise banks is in the business of developing strong communities that provide homes and jobs to their residents. to be the leader in improving their urban community, they consistently invest in meaningful projects within inner-city neighborhoods.",sunrise banks’ mission is to be the most innovative bank empowering the underserved to achieve.  we strive to radically change the way urban communities and underserved people thrive by empowering them to achieve their aspirations.,142.2,6.7,unknown,6.5,0.7,1.7,b-corp,0,Fact Based,"sunrise banks is in the business of developing strong communities that provide homes and jobs to their residents. to be the leader in improving their urban community, they consistently invest in meaningful projects within inner-city neighborhoods. sunrise banks’ mission is to be the most innovative bank empowering the underserved to achieve.  we strive to radically change the way urban communities and underserved people thrive by empowering them to achieve their aspirations. banking deposit bank developed mkts (isic 6419)",sunrise banks is in the business of developing strong communities that provide homes and jobs to their residents to be the leader in improving their urban community they consistently invest in meaningful projects within innercity neighborhoods sunrise banks mission is to be the most innovative bank empowering the underserved to achieve  we strive to radically change the way urban communities and underserved people thrive by empowering them to achieve their aspirations banking deposit bank developed mkts isic 6419,2,0
sunshine nut company,United States,food products,www.SunshineNuts.com,roasted and seasoned cashews,"sunshine nut company cashews are grown, roasted, and seasoned in mozambique, africa. our in-country roasting facility provides a market for cashew growers and employs and trains adult orphans at our factory.","it is our objective to demonstrate a food factory model that will successfully transform poor farming communities in a way that provides fairness, opportunity, and empowerment from within.",95.6,15.3,unknown,15.3,5.8,2.1,b-corp,0,Marketing Hype,"sunshine nut company cashews are grown, roasted, and seasoned in mozambique, africa. our in-country roasting facility provides a market for cashew growers and employs and trains adult orphans at our factory. it is our objective to demonstrate a food factory model that will successfully transform poor farming communities in a way that provides fairness, opportunity, and empowerment from within. roasted and seasoned cashews food products",sunshine nut company cashews are grown roasted and seasoned in mozambique africa our incountry roasting facility provides a market for cashew growers and employs and trains adult orphans at our factory it is our objective to demonstrate a food factory model that will successfully transform poor farming communities in a way that provides fairness opportunity and empowerment from within roasted and seasoned cashews food products,0,1
super humane,United States,other info service activities,www.superhumane.com,"user experience design, software",super humane designs and builds web-based software that improves the human condition. empathy + technology.,unknown,118.8,12.1,unknown,10.9,2.5,0.4,b-corp,0,Marketing Hype,"super humane designs and builds web-based software that improves the human condition. empathy + technology. unknown user experience design, software other info service activities",super humane designs and builds webbased software that improves the human condition empathy  technology unknown user experience design software other info service activities,0,1
surplus service,United States,other info service activities,www.surplusservice.com,electronic recycle and reuse,"surplus service® provides the best value added solutions to manage it assets and regulatory reporting requirements while reducing liabilities, costs, and data risks for the secure disposal of e-waste, overstock, return goods (rtv) and medical electronics.","e-waste is only 3% of overall waste but accounts for up to 70% of hazardous substances in landfills.  only about 15% of e-waste is recycled.  up to 80% of us e-waste is shipped overseas  

to be a trusted leader in delivering tailored upcyclit® solution",144.6,46.9,unknown,33.1,9.2,14.2,b-corp,1,Fact Based,"surplus service® provides the best value added solutions to manage it assets and regulatory reporting requirements while reducing liabilities, costs, and data risks for the secure disposal of e-waste, overstock, return goods (rtv) and medical electronics. e-waste is only 3% of overall waste but accounts for up to 70% of hazardous substances in landfills.  only about 15% of e-waste is recycled.  up to 80% of us e-waste is shipped overseas  

to be a trusted leader in delivering tailored upcyclit® solution electronic recycle and reuse other info service activities","surplus service provides the best value added solutions to manage it assets and regulatory reporting requirements while reducing liabilities costs and data risks for the secure disposal of ewaste overstock return goods rtv and medical electronics ewaste is only 3% of overall waste but accounts for up to 70% of hazardous substances in landfills  only about 15% of ewaste is recycled  up to 80% of us ewaste is shipped overseas  

to be a trusted leader in delivering tailored upcyclit solution electronic recycle and reuse other info service activities",6,0
sustain natural,United States,personal care products,www.sustaincondoms.com,sexual wellness products,"sustain: non-toxic, fair trade condoms","sustain provides the products, knowledge and inspiration to women in the us to engage in healthy sex and loving relationships through a business that operates at the highest level of responsibility.",106.1,18.0,0.0,4.3,0.5,1.1,b-corp,0,Marketing Hype,"sustain: non-toxic, fair trade condoms sustain provides the products, knowledge and inspiration to women in the us to engage in healthy sex and loving relationships through a business that operates at the highest level of responsibility. sexual wellness products personal care products",sustain nontoxic fair trade condoms sustain provides the products knowledge and inspiration to women in the us to engage in healthy sex and loving relationships through a business that operates at the highest level of responsibility sexual wellness products personal care products,0,1
sustainability,United Kingdom,management  consultant - for-profits,www.sustainability.com,think tank and advisory services,a think tank and strategic advisory firm working to catalyze business leadership on sustainability,our vision is a just and sustainable world for present and future generations.,81.0,7.1,unknown,7.1,0.7,2.1,b-corp,1,Marketing Hype,a think tank and strategic advisory firm working to catalyze business leadership on sustainability our vision is a just and sustainable world for present and future generations. think tank and advisory services management  consultant - for-profits,a think tank and strategic advisory firm working to catalyze business leadership on sustainability our vision is a just and sustainable world for present and future generations think tank and advisory services management  consultant  forprofits,0,1
sustainability advantage,Canada,mgmt consultant- nonprofits (isic 702),Unknown,resources for sustainability champions,"provides useful resources talks, books, slides, dvds, spreadsheets) for an army of sustainability champions so that they have the competence and confidence to accelerate the transformation toward a sustainable global society.",to inspire and enable business leaders to integrate sustainability strategies into company strategies.,131.8,18.0,unknown,18.0,5.0,7.0,b-corp,1,Marketing Hype,"provides useful resources talks, books, slides, dvds, spreadsheets) for an army of sustainability champions so that they have the competence and confidence to accelerate the transformation toward a sustainable global society. to inspire and enable business leaders to integrate sustainability strategies into company strategies. resources for sustainability champions mgmt consultant- nonprofits (isic 702)",provides useful resources talks books slides dvds spreadsheets for an army of sustainability champions so that they have the competence and confidence to accelerate the transformation toward a sustainable global society to inspire and enable business leaders to integrate sustainability strategies into company strategies resources for sustainability champions mgmt consultant nonprofits isic 702,1,1
sustainable growth associates gmbh,Germany,not in use,www.sg-associates.eu,creating future fit organizations,"we develop...
- committed personalities, performing teams and effective leaders
- professional business operations carried by our client’s staff
- profitable, fully sustainable companies","we are people, business and enterprise developers who teamed up as associates that stand for sustainable growth",80.3,10.8,0.0,10.8,2.5,2.4,b-corp,1,Marketing Hype,"we develop...
- committed personalities, performing teams and effective leaders
- professional business operations carried by our client’s staff
- profitable, fully sustainable companies we are people, business and enterprise developers who teamed up as associates that stand for sustainable growth creating future fit organizations not in use","we develop
 committed personalities performing teams and effective leaders
 professional business operations carried by our clients staff
 profitable fully sustainable companies we are people business and enterprise developers who teamed up as associates that stand for sustainable growth creating future fit organizations not in use",-2,1
sustainable harvest,United States,ag raw materials/live animals (isic 462),sustainableharvest.com,coffee importer,"sustainable harvest is a social enterprise that reinvests the income from importing certified coffees into farmer training and community development projects. more than half of company operating expenses go to support training offices in mexico, peru, and","sustainable harvest works to help coffee farmers and their families worldwide through technical assistance, community development, and improved market linkages.",114.7,12.1,unknown,3.3,0.8,0.9,b-corp,1,Fact Based,"sustainable harvest is a social enterprise that reinvests the income from importing certified coffees into farmer training and community development projects. more than half of company operating expenses go to support training offices in mexico, peru, and sustainable harvest works to help coffee farmers and their families worldwide through technical assistance, community development, and improved market linkages. coffee importer ag raw materials/live animals (isic 462)",sustainable harvest is a social enterprise that reinvests the income from importing certified coffees into farmer training and community development projects more than half of company operating expenses go to support training offices in mexico peru and sustainable harvest works to help coffee farmers and their families worldwide through technical assistance community development and improved market linkages coffee importer ag raw materialslive animals isic 462,3,0
sustainable insight capital management,United States,equity investing - developed markets,www.sicm.com,asset management,"sustainable insight capital management (sicm) is an investment management firm that combines a disciplined security selection process with environmental, social and governance (esg) principles.","sustainable insight capital management (sicm) strives to deliver the highest probability of sustainable and consistent alpha while incorporating environmental, social, and governance (esg) factors. we incorporate sustainability in three ways: (1) in our i",99.7,10.1,0.0,10.1,0.7,1.2,b-corp,1,Marketing Hype,"sustainable insight capital management (sicm) is an investment management firm that combines a disciplined security selection process with environmental, social and governance (esg) principles. sustainable insight capital management (sicm) strives to deliver the highest probability of sustainable and consistent alpha while incorporating environmental, social, and governance (esg) factors. we incorporate sustainability in three ways: (1) in our i asset management equity investing - developed markets",sustainable insight capital management sicm is an investment management firm that combines a disciplined security selection process with environmental social and governance esg principles sustainable insight capital management sicm strives to deliver the highest probability of sustainable and consistent alpha while incorporating environmental social and governance esg factors we incorporate sustainability in three ways 1 in our i asset management equity investing  developed markets,1,1
"sustainable law group, p.c.",United States,legal activities (isic 691),www.sustainable-lawyer.com,legal services,"sustainable law group, p.c. [slg] is a different kind of law firm.  we represent clients that seek to make positive social change and strive to maintain the highest ethical standards, just like we do.","provide legal counsel that is aligned with our clients’ mission and values utilizing effective, creative, sustainable, and empowering solutions that build and strengthen relationships on every level.",138.6,11.2,unknown,11.2,2.0,3.0,b-corp,1,Marketing Hype,"sustainable law group, p.c. [slg] is a different kind of law firm.  we represent clients that seek to make positive social change and strive to maintain the highest ethical standards, just like we do. provide legal counsel that is aligned with our clients’ mission and values utilizing effective, creative, sustainable, and empowering solutions that build and strengthen relationships on every level. legal services legal activities (isic 691)",sustainable law group pc slg is a different kind of law firm  we represent clients that seek to make positive social change and strive to maintain the highest ethical standards just like we do provide legal counsel that is aligned with our clients mission and values utilizing effective creative sustainable and empowering solutions that build and strengthen relationships on every level legal services legal activities isic 691,1,1
sustainable pacific consulting,United States,environmental consulting,www.sustypacific.com,consulting,sustainable pacific consulting is a hawai?i-based firm specializing in responsible business and sustainability consulting.,"our mission is to develop responsible and sustainable business models that stay true to cultures, stimulate local economies, regenerate environmental resources, and foster thriving communities.",97.6,19.7,0.0,19.7,3.3,0.7,b-corp,1,Marketing Hype,"sustainable pacific consulting is a hawai?i-based firm specializing in responsible business and sustainability consulting. our mission is to develop responsible and sustainable business models that stay true to cultures, stimulate local economies, regenerate environmental resources, and foster thriving communities. consulting environmental consulting",sustainable pacific consulting is a hawaiibased firm specializing in responsible business and sustainability consulting our mission is to develop responsible and sustainable business models that stay true to cultures stimulate local economies regenerate environmental resources and foster thriving communities consulting environmental consulting,-2,1
sustainable societies consulting group,Canada,management consultant - nonprofits,sscg.org,organizational and management consulting,"sscg is a community consulting company focused on social and environmental sustainability. we are passionate about facilitating cohesive, just, and inclusive communities within healthy and thriving environments.",unknown,83.4,11.5,unknown,10.6,1.1,0.0,b-corp,0,Marketing Hype,"sscg is a community consulting company focused on social and environmental sustainability. we are passionate about facilitating cohesive, just, and inclusive communities within healthy and thriving environments. unknown organizational and management consulting management consultant - nonprofits",sscg is a community consulting company focused on social and environmental sustainability we are passionate about facilitating cohesive just and inclusive communities within healthy and thriving environments unknown organizational and management consulting management consultant  nonprofits,0,1
sustrana llc,United States,mgmt consultant- for-profits (isic 702),www.sustrana.com,sustainability software and consulting,sustrana llc is a strategic sustainability management firm based in the philadelphia area. we provide sustainability consulting and technology solutions for businesses that need and or want to improve their sustainability performance.,"our mission is to transform the way organizations perceive and create value so that business success is aligned with long-term economic, social, and environmental prosperity.",118.9,14.2,unknown,14.2,2.8,4.5,b-corp,0,Fact Based,"sustrana llc is a strategic sustainability management firm based in the philadelphia area. we provide sustainability consulting and technology solutions for businesses that need and or want to improve their sustainability performance. our mission is to transform the way organizations perceive and create value so that business success is aligned with long-term economic, social, and environmental prosperity. sustainability software and consulting mgmt consultant- for-profits (isic 702)",sustrana llc is a strategic sustainability management firm based in the philadelphia area we provide sustainability consulting and technology solutions for businesses that need and or want to improve their sustainability performance our mission is to transform the way organizations perceive and create value so that business success is aligned with longterm economic social and environmental prosperity sustainability software and consulting mgmt consultant forprofits isic 702,2,0
